"","fips","year","state_initial.x","county_name","party","candidatevotes"
"8732",13007,2020,"GA","BAKER","DEMOCRAT",269
"8734",13007,2020,"GA","BAKER","REPUBLICAN",466
"8737",13007,2020,"GA","BAKER","REPUBLICAN",138
"8738",13007,2020,"GA","BAKER","DEMOCRAT",0
"8739",13007,2020,"GA","BAKER","DEMOCRAT",234
"8740",13007,2020,"GA","BAKER","REPUBLICAN",291
"8745",13007,2020,"GA","BAKER","REPUBLICAN",2
"8747",13007,2020,"GA","BAKER","DEMOCRAT",149
"8766",13009,2020,"GA","BALDWIN","DEMOCRAT",3000
"8767",13009,2020,"GA","BALDWIN","REPUBLICAN",4
"8769",13009,2020,"GA","BALDWIN","DEMOCRAT",1527
"8770",13009,2020,"GA","BALDWIN","DEMOCRAT",4612
"8776",13009,2020,"GA","BALDWIN","REPUBLICAN",1290
"8780",13009,2020,"GA","BALDWIN","REPUBLICAN",5736
"8783",13009,2020,"GA","BALDWIN","DEMOCRAT",1
"8784",13009,2020,"GA","BALDWIN","REPUBLICAN",1873
"8793",13011,2020,"GA","BANKS","DEMOCRAT",435
"8797",13011,2020,"GA","BANKS","DEMOCRAT",3
"8800",13011,2020,"GA","BANKS","REPUBLICAN",1025
"8804",13011,2020,"GA","BANKS","REPUBLICAN",5116
"8806",13011,2020,"GA","BANKS","DEMOCRAT",150
"8807",13011,2020,"GA","BANKS","DEMOCRAT",344
"8814",13011,2020,"GA","BANKS","REPUBLICAN",10
"8815",13011,2020,"GA","BANKS","REPUBLICAN",1644
"8818",13013,2020,"GA","BARROW","DEMOCRAT",3
"8826",13013,2020,"GA","BARROW","DEMOCRAT",1717
"8830",13013,2020,"GA","BARROW","REPUBLICAN",16782
"8831",13013,2020,"GA","BARROW","DEMOCRAT",5150
"8832",13013,2020,"GA","BARROW","DEMOCRAT",3583
"8840",13013,2020,"GA","BARROW","REPUBLICAN",5885
"8842",13013,2020,"GA","BARROW","REPUBLICAN",4134
"8843",13013,2020,"GA","BARROW","REPUBLICAN",3
"8844",13015,2020,"GA","BARTOW","DEMOCRAT",2175
"8847",13015,2020,"GA","BARTOW","DEMOCRAT",5423
"8852",13015,2020,"GA","BARTOW","DEMOCRAT",8
"8853",13015,2020,"GA","BARTOW","REPUBLICAN",5976
"8860",13015,2020,"GA","BARTOW","DEMOCRAT",4486
"8864",13015,2020,"GA","BARTOW","REPUBLICAN",20
"8868",13015,2020,"GA","BARTOW","REPUBLICAN",10179
"8871",13015,2020,"GA","BARTOW","REPUBLICAN",21499
"8872",13017,2020,"GA","BEN HILL","DEMOCRAT",0
"8874",13017,2020,"GA","BEN HILL","REPUBLICAN",1
"8876",13017,2020,"GA","BEN HILL","REPUBLICAN",528
"8882",13017,2020,"GA","BEN HILL","DEMOCRAT",1342
"8887",13017,2020,"GA","BEN HILL","DEMOCRAT",336
"8889",13017,2020,"GA","BEN HILL","REPUBLICAN",3140
"8893",13017,2020,"GA","BEN HILL","REPUBLICAN",441
"8895",13017,2020,"GA","BEN HILL","DEMOCRAT",714
"8905",13019,2020,"GA","BERRIEN","REPUBLICAN",749
"8912",13019,2020,"GA","BERRIEN","DEMOCRAT",367
"8913",13019,2020,"GA","BERRIEN","DEMOCRAT",568
"8921",13019,2020,"GA","BERRIEN","REPUBLICAN",10
"8922",13019,2020,"GA","BERRIEN","REPUBLICAN",1835
"8923",13019,2020,"GA","BERRIEN","DEMOCRAT",1
"8925",13019,2020,"GA","BERRIEN","REPUBLICAN",3825
"8927",13019,2020,"GA","BERRIEN","DEMOCRAT",333
"8929",13021,2020,"GA","BIBB","REPUBLICAN",54
"8932",13021,2020,"GA","BIBB","REPUBLICAN",7922
"8935",13021,2020,"GA","BIBB","DEMOCRAT",116
"8938",13021,2020,"GA","BIBB","DEMOCRAT",8704
"8945",13021,2020,"GA","BIBB","REPUBLICAN",5375
"8948",13021,2020,"GA","BIBB","DEMOCRAT",20384
"8951",13021,2020,"GA","BIBB","REPUBLICAN",13234
"8954",13021,2020,"GA","BIBB","DEMOCRAT",14264
"8960",13023,2020,"GA","BLECKLEY","DEMOCRAT",588
"8963",13023,2020,"GA","BLECKLEY","REPUBLICAN",2
"8964",13023,2020,"GA","BLECKLEY","DEMOCRAT",0
"8965",13023,2020,"GA","BLECKLEY","DEMOCRAT",295
"8966",13023,2020,"GA","BLECKLEY","DEMOCRAT",428
"8969",13023,2020,"GA","BLECKLEY","REPUBLICAN",2770
"8972",13023,2020,"GA","BLECKLEY","REPUBLICAN",942
"8980",13023,2020,"GA","BLECKLEY","REPUBLICAN",614
"8990",13025,2020,"GA","BRANTLEY","REPUBLICAN",7
"8991",13025,2020,"GA","BRANTLEY","REPUBLICAN",4307
"8997",13025,2020,"GA","BRANTLEY","REPUBLICAN",1992
"8998",13025,2020,"GA","BRANTLEY","REPUBLICAN",685
"9000",13025,2020,"GA","BRANTLEY","DEMOCRAT",1
"9002",13025,2020,"GA","BRANTLEY","DEMOCRAT",204
"9004",13025,2020,"GA","BRANTLEY","DEMOCRAT",145
"9009",13025,2020,"GA","BRANTLEY","DEMOCRAT",349
"9015",13027,2020,"GA","BROOKS","REPUBLICAN",6
"9018",13027,2020,"GA","BROOKS","REPUBLICAN",519
"9020",13027,2020,"GA","BROOKS","REPUBLICAN",1423
"9025",13027,2020,"GA","BROOKS","REPUBLICAN",2312
"9032",13027,2020,"GA","BROOKS","DEMOCRAT",1115
"9033",13027,2020,"GA","BROOKS","DEMOCRAT",4
"9038",13027,2020,"GA","BROOKS","DEMOCRAT",522
"9039",13027,2020,"GA","BROOKS","DEMOCRAT",1149
"9041",13029,2020,"GA","BRYAN","REPUBLICAN",1588
"9051",13029,2020,"GA","BRYAN","REPUBLICAN",2579
"9055",13029,2020,"GA","BRYAN","DEMOCRAT",838
"9059",13029,2020,"GA","BRYAN","REPUBLICAN",10072
"9061",13029,2020,"GA","BRYAN","REPUBLICAN",5
"9062",13029,2020,"GA","BRYAN","DEMOCRAT",2
"9063",13029,2020,"GA","BRYAN","DEMOCRAT",2105
"9065",13029,2020,"GA","BRYAN","DEMOCRAT",3794
"9070",13031,2020,"GA","BULLOCH","REPUBLICAN",23
"9071",13031,2020,"GA","BULLOCH","DEMOCRAT",35
"9073",13031,2020,"GA","BULLOCH","REPUBLICAN",8910
"9078",13031,2020,"GA","BULLOCH","REPUBLICAN",2800
"9082",13031,2020,"GA","BULLOCH","DEMOCRAT",5263
"9084",13031,2020,"GA","BULLOCH","DEMOCRAT",3530
"9087",13031,2020,"GA","BULLOCH","REPUBLICAN",6653
"9093",13031,2020,"GA","BULLOCH","DEMOCRAT",2415
"9096",13033,2020,"GA","BURKE","REPUBLICAN",2802
"9098",13033,2020,"GA","BURKE","DEMOCRAT",1867
"9104",13033,2020,"GA","BURKE","REPUBLICAN",649
"9105",13033,2020,"GA","BURKE","REPUBLICAN",0
"9106",13033,2020,"GA","BURKE","REPUBLICAN",1949
"9118",13033,2020,"GA","BURKE","DEMOCRAT",1490
"9119",13033,2020,"GA","BURKE","DEMOCRAT",1852
"9123",13033,2020,"GA","BURKE","DEMOCRAT",0
"9124",13035,2020,"GA","BUTTS","REPUBLICAN",2
"9131",13035,2020,"GA","BUTTS","DEMOCRAT",1924
"9133",13035,2020,"GA","BUTTS","DEMOCRAT",973
"9136",13035,2020,"GA","BUTTS","REPUBLICAN",6443
"9137",13035,2020,"GA","BUTTS","REPUBLICAN",824
"9143",13035,2020,"GA","BUTTS","DEMOCRAT",1
"9145",13035,2020,"GA","BUTTS","REPUBLICAN",1137
"9147",13035,2020,"GA","BUTTS","DEMOCRAT",376
"9161",13037,2020,"GA","CALHOUN","REPUBLICAN",150
"9167",13037,2020,"GA","CALHOUN","REPUBLICAN",0
"9168",13037,2020,"GA","CALHOUN","DEMOCRAT",463
"9169",13037,2020,"GA","CALHOUN","REPUBLICAN",279
"9171",13037,2020,"GA","CALHOUN","DEMOCRAT",0
"9173",13037,2020,"GA","CALHOUN","REPUBLICAN",494
"9176",13037,2020,"GA","CALHOUN","DEMOCRAT",361
"9179",13037,2020,"GA","CALHOUN","DEMOCRAT",436
"9180",13039,2020,"GA","CAMDEN","REPUBLICAN",4
"9183",13039,2020,"GA","CAMDEN","REPUBLICAN",9465
"9184",13039,2020,"GA","CAMDEN","REPUBLICAN",2161
"9186",13039,2020,"GA","CAMDEN","REPUBLICAN",3621
"9188",13039,2020,"GA","CAMDEN","DEMOCRAT",4021
"9194",13039,2020,"GA","CAMDEN","DEMOCRAT",3
"9197",13039,2020,"GA","CAMDEN","DEMOCRAT",2777
"9204",13039,2020,"GA","CAMDEN","DEMOCRAT",1166
"9208",13043,2020,"GA","CANDLER","DEMOCRAT",699
"9210",13043,2020,"GA","CANDLER","DEMOCRAT",193
"9212",13043,2020,"GA","CANDLER","DEMOCRAT",376
"9213",13043,2020,"GA","CANDLER","REPUBLICAN",0
"9217",13043,2020,"GA","CANDLER","REPUBLICAN",431
"9219",13043,2020,"GA","CANDLER","DEMOCRAT",1
"9227",13043,2020,"GA","CANDLER","REPUBLICAN",375
"9228",13043,2020,"GA","CANDLER","REPUBLICAN",2327
"9238",13045,2020,"GA","CARROLL","DEMOCRAT",8582
"9240",13045,2020,"GA","CARROLL","REPUBLICAN",30
"9241",13045,2020,"GA","CARROLL","DEMOCRAT",4634
"9242",13045,2020,"GA","CARROLL","DEMOCRAT",3007
"9245",13045,2020,"GA","CARROLL","REPUBLICAN",11071
"9250",13045,2020,"GA","CARROLL","REPUBLICAN",21676
"9251",13045,2020,"GA","CARROLL","DEMOCRAT",15
"9259",13045,2020,"GA","CARROLL","REPUBLICAN",4699
"9268",13047,2020,"GA","CATOOSA","DEMOCRAT",3
"9275",13047,2020,"GA","CATOOSA","REPUBLICAN",20
"9276",13047,2020,"GA","CATOOSA","DEMOCRAT",976
"9280",13047,2020,"GA","CATOOSA","REPUBLICAN",5170
"9281",13047,2020,"GA","CATOOSA","REPUBLICAN",17025
"9282",13047,2020,"GA","CATOOSA","DEMOCRAT",2130
"9285",13047,2020,"GA","CATOOSA","DEMOCRAT",3823
"9286",13047,2020,"GA","CATOOSA","REPUBLICAN",2952
"9296",13049,2020,"GA","CHARLTON","REPUBLICAN",397
"9301",13049,2020,"GA","CHARLTON","DEMOCRAT",233
"9305",13049,2020,"GA","CHARLTON","DEMOCRAT",0
"9308",13049,2020,"GA","CHARLTON","DEMOCRAT",294
"9309",13049,2020,"GA","CHARLTON","REPUBLICAN",2
"9311",13049,2020,"GA","CHARLTON","REPUBLICAN",1124
"9312",13049,2020,"GA","CHARLTON","REPUBLICAN",1896
"9316",13049,2020,"GA","CHARLTON","DEMOCRAT",576
"9320",13051,2020,"GA","CHATHAM","REPUBLICAN",18346
"9322",13051,2020,"GA","CHATHAM","DEMOCRAT",29037
"9323",13051,2020,"GA","CHATHAM","REPUBLICAN",96
"9324",13051,2020,"GA","CHATHAM","DEMOCRAT",180
"9327",13051,2020,"GA","CHATHAM","DEMOCRAT",31085
"9329",13051,2020,"GA","CHATHAM","DEMOCRAT",17952
"9336",13051,2020,"GA","CHATHAM","REPUBLICAN",23014
"9344",13051,2020,"GA","CHATHAM","REPUBLICAN",11781
"9348",13053,2020,"GA","CHATTAHOOCHEE","DEMOCRAT",1
"9349",13053,2020,"GA","CHATTAHOOCHEE","DEMOCRAT",350
"9353",13053,2020,"GA","CHATTAHOOCHEE","REPUBLICAN",2
"9356",13053,2020,"GA","CHATTAHOOCHEE","REPUBLICAN",291
"9359",13053,2020,"GA","CHATTAHOOCHEE","DEMOCRAT",166
"9362",13053,2020,"GA","CHATTAHOOCHEE","REPUBLICAN",455
"9368",13053,2020,"GA","CHATTAHOOCHEE","DEMOCRAT",150
"9369",13053,2020,"GA","CHATTAHOOCHEE","REPUBLICAN",132
"9380",13055,2020,"GA","CHATTOOGA","DEMOCRAT",649
"9383",13055,2020,"GA","CHATTOOGA","REPUBLICAN",2464
"9387",13055,2020,"GA","CHATTOOGA","REPUBLICAN",4492
"9394",13055,2020,"GA","CHATTOOGA","REPUBLICAN",1102
"9395",13055,2020,"GA","CHATTOOGA","REPUBLICAN",6
"9401",13055,2020,"GA","CHATTOOGA","DEMOCRAT",366
"9402",13055,2020,"GA","CHATTOOGA","DEMOCRAT",837
"9403",13055,2020,"GA","CHATTOOGA","DEMOCRAT",2
"9404",13057,2020,"GA","CHEROKEE","REPUBLICAN",19
"9406",13057,2020,"GA","CHEROKEE","DEMOCRAT",6
"9407",13057,2020,"GA","CHEROKEE","DEMOCRAT",18929
"9409",13057,2020,"GA","CHEROKEE","DEMOCRAT",6598
"9410",13057,2020,"GA","CHEROKEE","REPUBLICAN",19639
"9413",13057,2020,"GA","CHEROKEE","REPUBLICAN",56171
"9420",13057,2020,"GA","CHEROKEE","REPUBLICAN",23758
"9429",13057,2020,"GA","CHEROKEE","DEMOCRAT",17261
"9433",13059,2020,"GA","CLARKE","REPUBLICAN",4048
"9436",13059,2020,"GA","CLARKE","DEMOCRAT",39
"9437",13059,2020,"GA","CLARKE","DEMOCRAT",5323
"9443",13059,2020,"GA","CLARKE","REPUBLICAN",3409
"9445",13059,2020,"GA","CLARKE","REPUBLICAN",15
"9449",13059,2020,"GA","CLARKE","DEMOCRAT",14329
"9453",13059,2020,"GA","CLARKE","REPUBLICAN",6974
"9459",13059,2020,"GA","CLARKE","DEMOCRAT",16357
"9463",13061,2020,"GA","CLAY","DEMOCRAT",0
"9468",13061,2020,"GA","CLAY","DEMOCRAT",165
"9470",13061,2020,"GA","CLAY","REPUBLICAN",0
"9471",13061,2020,"GA","CLAY","REPUBLICAN",401
"9472",13061,2020,"GA","CLAY","REPUBLICAN",131
"9473",13061,2020,"GA","CLAY","DEMOCRAT",329
"9478",13061,2020,"GA","CLAY","REPUBLICAN",105
"9482",13061,2020,"GA","CLAY","DEMOCRAT",296
"9493",13063,2020,"GA","CLAYTON","DEMOCRAT",440
"9499",13063,2020,"GA","CLAYTON","REPUBLICAN",3403
"9501",13063,2020,"GA","CLAYTON","DEMOCRAT",16580
"9502",13063,2020,"GA","CLAYTON","DEMOCRAT",51347
"9509",13063,2020,"GA","CLAYTON","REPUBLICAN",4366
"9510",13063,2020,"GA","CLAYTON","DEMOCRAT",27109
"9511",13063,2020,"GA","CLAYTON","REPUBLICAN",7988
"9513",13063,2020,"GA","CLAYTON","REPUBLICAN",56
"9518",13065,2020,"GA","CLINCH","DEMOCRAT",235
"9522",13065,2020,"GA","CLINCH","REPUBLICAN",209
"9527",13065,2020,"GA","CLINCH","REPUBLICAN",618
"9529",13065,2020,"GA","CLINCH","REPUBLICAN",1
"9532",13065,2020,"GA","CLINCH","DEMOCRAT",156
"9537",13065,2020,"GA","CLINCH","REPUBLICAN",1277
"9542",13065,2020,"GA","CLINCH","DEMOCRAT",356
"9543",13065,2020,"GA","CLINCH","DEMOCRAT",0
"9547",13067,2020,"GA","COBB","REPUBLICAN",50764
"9554",13067,2020,"GA","COBB","REPUBLICAN",37609
"9559",13067,2020,"GA","COBB","DEMOCRAT",30599
"9561",13067,2020,"GA","COBB","REPUBLICAN",179
"9562",13067,2020,"GA","COBB","REPUBLICAN",76907
"9567",13067,2020,"GA","COBB","DEMOCRAT",95387
"9569",13067,2020,"GA","COBB","DEMOCRAT",347
"9571",13067,2020,"GA","COBB","DEMOCRAT",95513
"9572",13069,2020,"GA","COFFEE","DEMOCRAT",5
"9575",13069,2020,"GA","COFFEE","REPUBLICAN",8
"9585",13069,2020,"GA","COFFEE","REPUBLICAN",2587
"9588",13069,2020,"GA","COFFEE","DEMOCRAT",1100
"9590",13069,2020,"GA","COFFEE","DEMOCRAT",995
"9591",13069,2020,"GA","COFFEE","REPUBLICAN",7066
"9594",13069,2020,"GA","COFFEE","REPUBLICAN",917
"9597",13069,2020,"GA","COFFEE","DEMOCRAT",2411
"9600",13071,2020,"GA","COLQUITT","DEMOCRAT",1877
"9601",13071,2020,"GA","COLQUITT","DEMOCRAT",1199
"9605",13071,2020,"GA","COLQUITT","REPUBLICAN",1365
"9608",13071,2020,"GA","COLQUITT","REPUBLICAN",6132
"9612",13071,2020,"GA","COLQUITT","REPUBLICAN",10
"9613",13071,2020,"GA","COLQUITT","REPUBLICAN",4270
"9614",13071,2020,"GA","COLQUITT","DEMOCRAT",3
"9625",13071,2020,"GA","COLQUITT","DEMOCRAT",1108
"9629",13073,2020,"GA","COLUMBIA","DEMOCRAT",5009
"9631",13073,2020,"GA","COLUMBIA","REPUBLICAN",7023
"9634",13073,2020,"GA","COLUMBIA","DEMOCRAT",14648
"9641",13073,2020,"GA","COLUMBIA","DEMOCRAT",9546
"9643",13073,2020,"GA","COLUMBIA","REPUBLICAN",47
"9644",13073,2020,"GA","COLUMBIA","DEMOCRAT",33
"9646",13073,2020,"GA","COLUMBIA","REPUBLICAN",29643
"9647",13073,2020,"GA","COLUMBIA","REPUBLICAN",13300
"9662",13075,2020,"GA","COOK","DEMOCRAT",512
"9666",13075,2020,"GA","COOK","REPUBLICAN",1113
"9669",13075,2020,"GA","COOK","REPUBLICAN",0
"9670",13075,2020,"GA","COOK","REPUBLICAN",486
"9673",13075,2020,"GA","COOK","REPUBLICAN",3301
"9677",13075,2020,"GA","COOK","DEMOCRAT",538
"9678",13075,2020,"GA","COOK","DEMOCRAT",1008
"9682",13075,2020,"GA","COOK","DEMOCRAT",1
"9694",13077,2020,"GA","COWETA","REPUBLICAN",23824
"9695",13077,2020,"GA","COWETA","DEMOCRAT",5330
"9698",13077,2020,"GA","COWETA","DEMOCRAT",9578
"9699",13077,2020,"GA","COWETA","DEMOCRAT",9288
"9703",13077,2020,"GA","COWETA","DEMOCRAT",14
"9704",13077,2020,"GA","COWETA","REPUBLICAN",4
"9705",13077,2020,"GA","COWETA","REPUBLICAN",9400
"9707",13077,2020,"GA","COWETA","REPUBLICAN",18273
"9717",13079,2020,"GA","CRAWFORD","REPUBLICAN",1
"9718",13079,2020,"GA","CRAWFORD","REPUBLICAN",1152
"9719",13079,2020,"GA","CRAWFORD","REPUBLICAN",562
"9720",13079,2020,"GA","CRAWFORD","DEMOCRAT",263
"9721",13079,2020,"GA","CRAWFORD","DEMOCRAT",827
"9725",13079,2020,"GA","CRAWFORD","REPUBLICAN",2713
"9730",13079,2020,"GA","CRAWFORD","DEMOCRAT",524
"9732",13079,2020,"GA","CRAWFORD","DEMOCRAT",1
"9742",13081,2020,"GA","CRISP","DEMOCRAT",1527
"9745",13081,2020,"GA","CRISP","DEMOCRAT",2
"9750",13081,2020,"GA","CRISP","DEMOCRAT",886
"9757",13081,2020,"GA","CRISP","REPUBLICAN",977
"9758",13081,2020,"GA","CRISP","DEMOCRAT",571
"9759",13081,2020,"GA","CRISP","REPUBLICAN",3
"9763",13081,2020,"GA","CRISP","REPUBLICAN",780
"9766",13081,2020,"GA","CRISP","REPUBLICAN",3227
"9769",13083,2020,"GA","DADE","REPUBLICAN",2010
"9770",13083,2020,"GA","DADE","REPUBLICAN",7
"9775",13083,2020,"GA","DADE","REPUBLICAN",3414
"9782",13083,2020,"GA","DADE","DEMOCRAT",377
"9788",13083,2020,"GA","DADE","DEMOCRAT",243
"9789",13083,2020,"GA","DADE","DEMOCRAT",640
"9792",13083,2020,"GA","DADE","DEMOCRAT",1
"9795",13083,2020,"GA","DADE","REPUBLICAN",635
"9796",13085,2020,"GA","DAWSON","REPUBLICAN",9095
"9799",13085,2020,"GA","DAWSON","DEMOCRAT",0
"9805",13085,2020,"GA","DAWSON","DEMOCRAT",254
"9807",13085,2020,"GA","DAWSON","REPUBLICAN",2336
"9811",13085,2020,"GA","DAWSON","REPUBLICAN",3
"9813",13085,2020,"GA","DAWSON","DEMOCRAT",1051
"9816",13085,2020,"GA","DAWSON","REPUBLICAN",1964
"9821",13085,2020,"GA","DAWSON","DEMOCRAT",1181
"9829",13087,2020,"GA","DECATUR","REPUBLICAN",4451
"9838",13087,2020,"GA","DECATUR","DEMOCRAT",788
"9839",13087,2020,"GA","DECATUR","REPUBLICAN",1469
"9841",13087,2020,"GA","DECATUR","REPUBLICAN",832
"9843",13087,2020,"GA","DECATUR","DEMOCRAT",8
"9845",13087,2020,"GA","DECATUR","REPUBLICAN",6
"9847",13087,2020,"GA","DECATUR","DEMOCRAT",2512
"9851",13087,2020,"GA","DECATUR","DEMOCRAT",1472
"9854",13089,2020,"GA","DEKALB","REPUBLICAN",203
"9855",13089,2020,"GA","DEKALB","REPUBLICAN",29966
"9856",13089,2020,"GA","DEKALB","REPUBLICAN",16078
"9860",13089,2020,"GA","DEKALB","REPUBLICAN",12126
"9871",13089,2020,"GA","DEKALB","DEMOCRAT",162718
"9872",13089,2020,"GA","DEKALB","DEMOCRAT",1209
"9878",13089,2020,"GA","DEKALB","DEMOCRAT",33634
"9879",13089,2020,"GA","DEKALB","DEMOCRAT",110666
"9880",13091,2020,"GA","DODGE","DEMOCRAT",580
"9881",13091,2020,"GA","DODGE","DEMOCRAT",550
"9883",13091,2020,"GA","DODGE","REPUBLICAN",711
"9889",13091,2020,"GA","DODGE","DEMOCRAT",1
"9894",13091,2020,"GA","DODGE","DEMOCRAT",1040
"9896",13091,2020,"GA","DODGE","REPUBLICAN",4
"9902",13091,2020,"GA","DODGE","REPUBLICAN",2793
"9904",13091,2020,"GA","DODGE","REPUBLICAN",2335
"9917",13093,2020,"GA","DOOLY","DEMOCRAT",482
"9922",13093,2020,"GA","DOOLY","DEMOCRAT",951
"9923",13093,2020,"GA","DOOLY","REPUBLICAN",466
"9924",13093,2020,"GA","DOOLY","REPUBLICAN",3
"9925",13093,2020,"GA","DOOLY","REPUBLICAN",1431
"9928",13093,2020,"GA","DOOLY","DEMOCRAT",476
"9930",13093,2020,"GA","DOOLY","DEMOCRAT",2
"9935",13093,2020,"GA","DOOLY","REPUBLICAN",259
"9937",13095,2020,"GA","DOUGHERTY","REPUBLICAN",3818
"9940",13095,2020,"GA","DOUGHERTY","DEMOCRAT",9124
"9942",13095,2020,"GA","DOUGHERTY","REPUBLICAN",2355
"9954",13095,2020,"GA","DOUGHERTY","REPUBLICAN",4259
"9956",13095,2020,"GA","DOUGHERTY","DEMOCRAT",7317
"9959",13095,2020,"GA","DOUGHERTY","REPUBLICAN",22
"9960",13095,2020,"GA","DOUGHERTY","DEMOCRAT",8052
"9961",13095,2020,"GA","DOUGHERTY","DEMOCRAT",84
"9964",13097,2020,"GA","DOUGLAS","REPUBLICAN",4863
"9969",13097,2020,"GA","DOUGLAS","DEMOCRAT",5963
"9970",13097,2020,"GA","DOUGLAS","REPUBLICAN",15
"9975",13097,2020,"GA","DOUGLAS","DEMOCRAT",44
"9976",13097,2020,"GA","DOUGLAS","DEMOCRAT",22804
"9977",13097,2020,"GA","DOUGLAS","DEMOCRAT",13998
"9978",13097,2020,"GA","DOUGLAS","REPUBLICAN",15139
"9982",13097,2020,"GA","DOUGLAS","REPUBLICAN",5434
"9992",13099,2020,"GA","EARLY","REPUBLICAN",799
"9995",13099,2020,"GA","EARLY","REPUBLICAN",3
"10002",13099,2020,"GA","EARLY","DEMOCRAT",0
"10003",13099,2020,"GA","EARLY","REPUBLICAN",1504
"10005",13099,2020,"GA","EARLY","DEMOCRAT",1107
"10006",13099,2020,"GA","EARLY","REPUBLICAN",416
"10007",13099,2020,"GA","EARLY","DEMOCRAT",646
"10014",13099,2020,"GA","EARLY","DEMOCRAT",684
"10021",13101,2020,"GA","ECHOLS","DEMOCRAT",0
"10026",13101,2020,"GA","ECHOLS","DEMOCRAT",33
"10033",13101,2020,"GA","ECHOLS","REPUBLICAN",0
"10038",13101,2020,"GA","ECHOLS","REPUBLICAN",909
"10043",13101,2020,"GA","ECHOLS","DEMOCRAT",102
"10044",13101,2020,"GA","ECHOLS","DEMOCRAT",32
"10045",13101,2020,"GA","ECHOLS","REPUBLICAN",226
"10047",13101,2020,"GA","ECHOLS","REPUBLICAN",121
"10048",13103,2020,"GA","EFFINGHAM","DEMOCRAT",12
"10049",13103,2020,"GA","EFFINGHAM","REPUBLICAN",7350
"10056",13103,2020,"GA","EFFINGHAM","DEMOCRAT",1752
"10057",13103,2020,"GA","EFFINGHAM","DEMOCRAT",3623
"10060",13103,2020,"GA","EFFINGHAM","REPUBLICAN",13471
"10067",13103,2020,"GA","EFFINGHAM","DEMOCRAT",2333
"10068",13103,2020,"GA","EFFINGHAM","REPUBLICAN",17
"10073",13103,2020,"GA","EFFINGHAM","REPUBLICAN",2520
"10080",13105,2020,"GA","ELBERT","REPUBLICAN",1837
"10082",13105,2020,"GA","ELBERT","REPUBLICAN",3408
"10084",13105,2020,"GA","ELBERT","REPUBLICAN",0
"10087",13105,2020,"GA","ELBERT","DEMOCRAT",0
"10089",13105,2020,"GA","ELBERT","REPUBLICAN",981
"10090",13105,2020,"GA","ELBERT","DEMOCRAT",1268
"10093",13105,2020,"GA","ELBERT","DEMOCRAT",529
"10102",13105,2020,"GA","ELBERT","DEMOCRAT",1082
"10107",13107,2020,"GA","EMANUEL","DEMOCRAT",842
"10108",13107,2020,"GA","EMANUEL","DEMOCRAT",0
"10110",13107,2020,"GA","EMANUEL","DEMOCRAT",1234
"10111",13107,2020,"GA","EMANUEL","REPUBLICAN",2528
"10113",13107,2020,"GA","EMANUEL","DEMOCRAT",808
"10115",13107,2020,"GA","EMANUEL","REPUBLICAN",1
"10119",13107,2020,"GA","EMANUEL","REPUBLICAN",3126
"10121",13107,2020,"GA","EMANUEL","REPUBLICAN",896
"10134",13109,2020,"GA","EVANS","DEMOCRAT",236
"10137",13109,2020,"GA","EVANS","REPUBLICAN",491
"10140",13109,2020,"GA","EVANS","DEMOCRAT",741
"10149",13109,2020,"GA","EVANS","DEMOCRAT",347
"10151",13109,2020,"GA","EVANS","DEMOCRAT",0
"10152",13109,2020,"GA","EVANS","REPUBLICAN",471
"10154",13109,2020,"GA","EVANS","REPUBLICAN",1926
"10155",13109,2020,"GA","EVANS","REPUBLICAN",0
"10165",13111,2020,"GA","FANNIN","REPUBLICAN",23
"10169",13111,2020,"GA","FANNIN","DEMOCRAT",1159
"10178",13111,2020,"GA","FANNIN","REPUBLICAN",4163
"10179",13111,2020,"GA","FANNIN","REPUBLICAN",5730
"10180",13111,2020,"GA","FANNIN","DEMOCRAT",1028
"10181",13111,2020,"GA","FANNIN","DEMOCRAT",0
"10184",13111,2020,"GA","FANNIN","REPUBLICAN",2253
"10187",13111,2020,"GA","FANNIN","DEMOCRAT",384
"10189",13113,2020,"GA","FAYETTE","REPUBLICAN",56
"10190",13113,2020,"GA","FAYETTE","REPUBLICAN",6352
"10194",13113,2020,"GA","FAYETTE","DEMOCRAT",11152
"10195",13113,2020,"GA","FAYETTE","REPUBLICAN",24162
"10197",13113,2020,"GA","FAYETTE","DEMOCRAT",70
"10199",13113,2020,"GA","FAYETTE","REPUBLICAN",7382
"10203",13113,2020,"GA","FAYETTE","DEMOCRAT",18443
"10209",13113,2020,"GA","FAYETTE","DEMOCRAT",3400
"10220",13115,2020,"GA","FLOYD","DEMOCRAT",58
"10222",13115,2020,"GA","FLOYD","REPUBLICAN",16678
"10223",13115,2020,"GA","FLOYD","REPUBLICAN",4436
"10224",13115,2020,"GA","FLOYD","DEMOCRAT",5820
"10225",13115,2020,"GA","FLOYD","DEMOCRAT",3976
"10232",13115,2020,"GA","FLOYD","DEMOCRAT",2154
"10238",13115,2020,"GA","FLOYD","REPUBLICAN",112
"10242",13115,2020,"GA","FLOYD","REPUBLICAN",7897
"10250",13117,2020,"GA","FORSYTH","REPUBLICAN",14612
"10251",13117,2020,"GA","FORSYTH","REPUBLICAN",60739
"10262",13117,2020,"GA","FORSYTH","REPUBLICAN",31
"10264",13117,2020,"GA","FORSYTH","DEMOCRAT",23125
"10267",13117,2020,"GA","FORSYTH","REPUBLICAN",9740
